,Document Title,Authors,Universities,Author Affiliations,Publication Year,citation,DOI,Publisher
202,Towards Efficient and Secure Global Software Development using Blockchain,"Muhammad Azeem Akbar,Ahmad Al-Sanad,Abeer Abdulaziz AlSanad,Abdu Ghmaei,Muhammad Shafiq,Tahir Kamal","['Nanjing University of Aeronautics and Astronautics', 'King Saud University', 'Imam Muhammad IbnSaud Islamic University', 'Chongqing University of Posts and Telecommunications']",Chongqing China,2020,2,https://doi.org/10.1145/3383219.3383291,ACM
203,Design and implementation of national record management system with blockchain,"Ragouguelaba Agoda Koussema,Hirohide Haga",['Doshisha University'],Japan,2022,0,https://doi.org/10.1145/3508297.3508333,ACM
204,Implementation of Blockchain Enabled Healthcare System using Hyperledger Fabric,"Dharm Singh Jat,Arpit Jain",['Namibia University of Science and Technology'],Namibia,2022,0,https://doi.org/10.1145/3484824.3484914,ACM
205,A Secured Healthcare System Using Blockchain and Graph Theory,"K T Yasas Mahima,T N D S Ginige",['University of Westminster'],Sri Lanka,2021,0,https://doi.org/10.1145/3440084.3441217,ACM
206,Blockchain-based edge computing for deep neural network applications,"Jae-Yun Kim,Soo-mook Moon",['Seoul National University'],Korea,2018,10,https://doi.org/10.1145/3285017.3285027,ACM
207,The Advantages of Blockchain Technology in Commercial Bank Operation and Management,"Binghui Wu,Tingting Duan","['Shaanxi Normal University', 'Northwestern Polytechnical University']",China,2019,2,https://doi.org/10.1145/3340997.3341009,ACM
208,Banking Management System Architecture Using AI & Blockchain,"Meherab Mamun,B M Arifuzzaman,Syed Masud Mahmud",['North South University'],Bangladesh,2022,0,https://doi.org/10.1145/3542954.3542966,ACM
209,Blockchain-based data control for complex product assembly collaboration process,"Qiqi Tan,Hongxia Cai","['School of Mechatronic Engineering and AutomationShanghai UniversityShanghai Key Laboratory of Intelligent Manufacturing and Robotics', 'Shanghai University']",China,2022,0,https://doi.org/10.1145/3488838.3488873,ACM
210,Virtual-Time-Accelerated Emulation for Blockchain Network and Application Evaluation,"Xiaoliang Wu,Jiaqi Yan,Dong Jin",[],USA,2019,2,https://doi.org/10.1145/3316480.3322889,ACM
211,DocStone: A Blockchain-based Architecture for a Customizable Document Registration Service,"Pamella Soares,Raphael Saraiva,Iago Fernandes,Jerffeson Teixeira Souza,Ricardo Loiola","['State University of Ceara', 'Pontifical Catholic University of Rio Grande do Sul']",Brazil,2022,0,https://doi.org/10.1145/3559712.3559721,ACM
212,BACC: Blockchain-Based Access Control For Cloud Data,"Nasrin Sohrabi,Xun Yi,Zahir Tari,Ibrahim Khalil",['RMIT University'],Australia,2020,10,https://doi.org/10.1145/3373017.3373027,ACM
213,Application of Blockchain Technology in Credit Management for Credit Bank System,"Guoxia Zou,Yunlan Xue",['The Open University of Guangdong'],Guangzhou China,2021,0,https://doi.org/10.1145/3443467.3443729,ACM
214,Exploring Blockchain for Trustful Collaborations between Immigrants and Governments,"Chun-Wei Chiang,Eber Betanzos,Saiph Savage",['West Virginia University'],USA,2018,12,https://doi.org/10.1145/3170427.3188660,ACM
215,Exploring Blockchain for Trustful Collaborations between Immigrants and Governments,"Chun-Wei Chiang,Eber Betanzos,Saiph Savage",['West Virginia University'],USA,2018,12,https://doi.org/10.1145/3170427.3188660,ACM
216,Blockchain for Trustworthy Publication and Integration of Linked Open Data,"Fabian Kirstein,Manfred Hauswirth",[],Germany,2021,0,https://doi.org/10.1145/3460210.3493572,ACM
217,Design of Blockchain Smart Contract Based on Ring Signature,"Hongzhi Yang,Linyun Yuan,Shu Wang",['Yunnan Normal University'],China,2021,0,https://doi.org/10.1145/3456415.3457223,ACM
218,Proving Multimedia Integrity using Sanitizable Signatures Recorded on Blockchain,"Karthik Nandakumar,Nalini Kanta Ratha,Sharath Pankanti",[],USA,2019,5,https://doi.org/10.1145/3335203.3335729,ACM
219,Proving Multimedia Integrity using Sanitizable Signatures Recorded on Blockchain,"Karthik Nandakumar,Nalini Kanta Ratha,Sharath Pankanti",[],USA,2019,5,https://doi.org/10.1145/3335203.3335729,ACM
220,Game Studies on Accounting Entity Behavior Based on Blockchain Technology,"Yan Ru Kong,Jiawu Yue",[],GuangZhou,2021,1,https://doi.org/10.1145/3444370.3444621,ACM
221,Quantum blockchain networks,Dilip Krishnaswamy,[],India,2020,1,https://doi.org/10.1145/3397166.3412802,ACM
222,A novel approach for network resource sharing via blockchain,,[],France,2021,0,https://doi.org/10.1145/3472716.3472867,ACM
223,Rethinking Permissioned Blockchains,Marko Vukolić,[],Switzerland,2017,155,https://doi.org/10.1145/3055518.3055526,ACM
224,Using Blockchain Technology to Build Trust in Sharing LoRaWAN IoT,"Jun Lin,Zhiqi Shen,",['Nanyang Technological University'],Singapore,2017,58,https://doi.org/10.1145/3126973.3126980,ACM
225,Experience on Using ArchiMate Models for Modelling Blockchain-Enhanced Value Chains,"Shanshan Jiang,Truls Bakkejord Ræder",[],NO,2022,0,https://doi.org/10.1145/3530019.3531346,ACM
226,"Streamlet: An Absurdly Simple, Textbook Blockchain Protocol",Elaine (Runting) Shi,[],USA,2021,0,https://doi.org/10.1145/3433210.3460016,ACM
227,Blockchain-Based Whitelisting for Consumer IoT Devices and Home Networks,"Diego M Mendez Mena,Baijian Yang",['Purdue University'],USA,2018,3,https://doi.org/10.1145/3241815.3241853,ACM
228,Blockchain Technology: Enhancing Appropriate Patent Application,"Pattaraporn Yenbutra,Kiarttiphorn Umpai",[],Thailand,2019,1,https://doi.org/10.1145/3355966.3355972,ACM
229,A Privacy-Protecting Authorization System Based on Blockchain and zk-SNARK,"Qinan Li,Zhihao Xue",['Lanzhou Jiaotong University'],Lanzhou Gansu China,2021,1,https://doi.org/10.1145/3444370.3444610,ACM
230,IOT Data Storage Solution Based on Hybrid Blockchain Edge Architecture,"Li Zhou,Jianhua Liu",['Xian University of Posts and Telecommunications'],China,2022,0,https://doi.org/10.1145/3488933.3489012,ACM
231,A Blockchain-based Approach for Data Accountability and Provenance Tracking,"Ricardo Neisse,Gary Steri,Igor Nai-Fovino",[],Italy,2017,108,https://doi.org/10.1145/3098954.3098958,ACM
232,Privacy-preserving smart grid traceability using blockchain over IoT connectivity,"Aamir Shahzad,Kaiwen Zhang,Abdelouahed Gherbi",[],Canada,2021,1,https://doi.org/10.1145/3412841.3441949,ACM
233,Research on Innovation Model of Sharing Economy based on Blockchain Technology,Wei Lu,['Communication University of China'],China,2020,0,https://doi.org/10.1145/3386415.3386950,ACM
234,Privacy and identity management in Learning Analytics processes with Blockchain,"Daniel Amo Filvà,F. J. García-Peñalvo,Marc Alier Forment,David Fonseca Escudero,María José Casañ",['University of Salamanca'],Spain,2018,12,https://doi.org/10.1145/3284179.3284354,ACM
235,SIoVChain: Efficient and Secure Blockchain Based Internet of Vehicles (IoV),"Amritesh Kumar,Debasis Das",[],India,2022,0,https://doi.org/10.1145/3491003.3494123,ACM
236,A decentralized computational system built on blockchain for educational institutions,"Abrar Shariar,Md Ashique Imran,Pial Paul,Azizur Rahman",['American International University'],Bangladesh,2020,3,https://doi.org/10.1145/3377049.3377058,ACM
237,Investigating the Requirements for Building a Blockchain-Based Achievement Record System,"Bakri Awaji,Ellis Solaiman,Lindsay Marshall",['Newcastle University'],UK,2020,1,https://doi.org/10.1145/3411681.3411691,ACM
238,A Secure Used Car Trading System based on Blockchain Technology,"Cho Cho Htet,May Htet",[],Myanmar,2020,2,https://doi.org/10.1145/3366030.3366112,ACM
239,Hybrid blockchain and pseudonymous authentication for secure and trusted IoT networks,Jollen Chen,[],Inc.,2018,12,https://doi.org/10.1145/3292384.3292388,ACM
240,Research on smart party building identity online based on blockchain,"Qubo Yang,Xiaobing Zhu",['Wuhan Donghu University'],China,2021,0,https://doi.org/10.1145/3444370.3444608,ACM
241,An Architecture for Blockchain-Enabled Collaborative Signature-based Intrusion Detection System,"Daniel Laufenberg,Lei Li,Hossain Shahriar,Meng Han",['Kennesaw State University'],USA,2019,7,https://doi.org/10.1145/3349266.3351389,ACM
242,A Blockchain framework for reverse logistics of used medical equipment,"Kostas Douladiris,Thomas K Dasaklis,Fran Casino,Christos Douligeris",['University of Piraeus'],Greece,2021,2,https://doi.org/10.1145/3437120.3437295,ACM
243,An Analysis on the Use of Blockchain by Developers and Application Users,"Emanuel Ferreira Coutinho,Maurício Moreira Neto,Antonio Welligton Abreu,Leonardo O Moreira",['Federal University of Ceara'],Brazil,2022,0,https://doi.org/10.1145/3544538.3544648,ACM
244,Research and Implementation of Data Storage Management System Based on Blockchain Technology,"Deng Jian-zhi,Wu Hao,Guo Xuan",['Guilin University of Technology'],China,2020,0,https://doi.org/10.1145/3378065.3378128,ACM
245,Towards a Blockchain-Based System for Research Data Publishing and Verification,Akira Summers,['Birmingham City University'],United Kingdom,2022,0,https://doi.org/10.1145/3508072.3508171,ACM
246,Attack Incentive and Security of Exchanging Tokens on Proof-of-Work Blockchain,"Ryosuke Abe,Keita Nakamura,Kentaro Teramoto,Misato Takahashi",['Keio University'],Japan,2018,3,https://doi.org/10.1145/3289166.3289171,ACM
247,Mitigating Trust Issues in Electric Vehicle Charging using a Blockchain,"Christian Gorenflo,Lukasz Golab,S. Keshav",['University of Waterloo'],Canada,2019,13,https://doi.org/10.1145/3307772.3328283,ACM
248,Crypto-commodity Protocol for Addressing Blockchain Problems and Bottlenecks,"R C Hansdah,Arnab Chatterjee",[],India,2022,0,https://doi.org/10.1145/3491003.3491015,ACM
249,A development framework for blockchain technologies in digital government,"Ioannis Koulizakis,Euripidis N Loukis",['University of the Aegean'],Greece,2020,0,https://doi.org/10.1145/3428502.3428519,ACM
250,Exploration on the Application of Blockchain in the Security System of Smart Park,"Huaming Du,Junfang Zeng,Yuguo An,Jing Zhang,Jian Zhao",[],Beijing,2019,1,https://doi.org/10.1145/3343147.3343167,ACM
251,L2DART: A trust management system integrating blockchain and off-chain computation,"Andrea de Salve,Luca Franceschi,Andrea Lisi,Paolo Mori,Laura Ricci",['University of Pisa'],Italy,2022,0,https://doi.org/10.1145/3561386,ACM
252,Blockchain as Middleware for Exchange of Resources: The Cross-Company Loyalty Rewarding System Use Case,"Kushal Soni,Olga M F de Troyer",[],Belgium,2020,0,https://doi.org/10.1145/3366030.3366118,ACM
253,Exploiting Blockchain and Smart Contracts for Data Exploration As a Service,"Ada Bagozi,Devis Bianchini,Valeria De Antonellis,Massimiliano Garda,M. Melchiori",['University of Brescia'],Italy,2020,1,https://doi.org/10.1145/3366030.3366075,ACM
254,Towards Trust Enabled Commodity Market for Farmers with Blockchain Smart Contracts,"Malni Kumarathunga,Rodrigo N. Calheiros,Athula Ginige",['Western Sydney University'],Australia,2020,0,https://doi.org/10.1145/3399871.3399891,ACM
255,A decentralized document management system using blockchain and secret sharing,"Jongbeen Han,Heemin Kim,Hyeonsang Eom,Yongseok Son","['Seoul National University', 'ChungAng University']",South Korea,2021,1,https://doi.org/10.1145/3412841.3442077,ACM
256,ConSenseIoT: A Consensus Algorithm for Secure and Scalable Blockchain in the IoT context,"Harris Niavis,Konstantinos Loupos",[],Greece,2022,0,https://doi.org/10.1145/3538969.3543811,ACM
257,Exploration and impact of blockchain-enabled adaptive non-binary trust models,David William Kravitz,[],UAE,2019,0,https://doi.org/10.1145/3288599.3288639,ACM
258,A byzantine fault-tolerant ordering service for the hyperledger fabric blockchain platform,"Alysson Neves Bessani,João Sousa,Marko Vukolić",[],Switzerland,2017,19,https://doi.org/10.1145/3152824.3152830,ACM
259,A byzantine fault-tolerant ordering service for the hyperledger fabric blockchain platform,"Alysson Neves Bessani,João Sousa,Marko Vukolić",[],Switzerland,2017,19,https://doi.org/10.1145/3152824.3152830,ACM
260,Enabling trust in healthcare data exchange with a federated blockchain-based architecture,"Mirko Koscina,David Manset,Claudia Negri-Ribalta,Octavio Perez",[],France,2019,9,https://doi.org/10.1145/3358695.3360897,ACM
261,An Ethereum Blockchain Based Electronic Health Record System for Inter-Hospital Secure Data Sharing,"Irfan Maulana Akbar,Adhitya Bhawiyuga,Reza Siregar","['Brawijaya University', 'University of Brawijaya']",Indonesia,2021,0,https://doi.org/10.1145/3479645.3479699,ACM
262,"Decentralized, BlockChain Based Access Control Framework for the Heterogeneous Internet of Things","Chethana Dukkipati,Yunpeng Zhang,Liangchieh Cheng",['University of Houston'],USA,2018,44,https://doi.org/10.1145/3180457.3180458,ACM
263,A Blockchain and Machine Learning based Framework for Efficient Health Insurance Management,"Adit Goyal,Anubhav Elhence,Vinay Chamola,Biplab Sikdar",['National University of Singapore'],Singapore,2021,0,https://doi.org/10.1145/3485730.3493685,ACM
264,A Blockchain and Machine Learning based Framework for Efficient Health Insurance Management,"Adit Goyal,Anubhav Elhence,Vinay Chamola,Biplab Sikdar",['National University of Singapore'],Singapore,2021,0,https://doi.org/10.1145/3485730.3493685,ACM
265,Using Blockchain for Optimal and Transparent Resource Allocation: A Proposed Solution for Fund Allocation: Brief overview,"Roxana Voicu-Dorobantu,Chibuzor Udokwu,Bogdan Bocse","['The Bucharest University of Economic Studies', 'Tallinn University of Technology']",Romania,2021,0,https://doi.org/10.1145/3466029.3466056,ACM
266,Using Blockchain for Optimal and Transparent Resource Allocation: A Proposed Solution for Fund Allocation: Brief overview,"Roxana Voicu-Dorobantu,Chibuzor Udokwu,Bogdan Bocse","['The Bucharest University of Economic Studies', 'Tallinn University of Technology']",Romania,2021,0,https://doi.org/10.1145/3466029.3466056,ACM
267,A new approach to crowd journalism using a blockchain-based infrastructure,"Vasco Filipe,João Correia Lopes,Alexandre Ulisses Silva,Ivone Amorim,Leonardo Teixeira",[],Portugal,2021,3,https://doi.org/10.1145/3428690.3429159,ACM
268,Porting a benchmark with a classic workload to blockchain: TPC-C on hyperledger fabric,"Attila Klenik,Imre Kocsis",['Budapest University of Technology and Economics'],Hungary,2022,0,https://doi.org/10.1145/3477314.3507006,ACM
269,Performance Evaluation of a Patient-Centric Blockchain-based Healthcare Records Management Framework,"Leila Ismail,Huned Materwala,MoienaB Khan","['United Arab Emirates University', 'United Arab Emirates University Al', 'United Arab University']",United Kingdom,2020,6,https://doi.org/10.1145/3409934.3409941,ACM
270,Performance Evaluation of a Patient-Centric Blockchain-based Healthcare Records Management Framework,"Leila Ismail,Huned Materwala,MoienaB Khan","['United Arab Emirates University', 'United Arab Emirates University Al', 'United Arab University']",United Kingdom,2020,6,https://doi.org/10.1145/3409934.3409941,ACM
271,An approach to Open-Source Software License Management using Blockchain-based Smart-Contracts,"Abhay Kumar,Abhinav Gupta,Lalit Mohan Sanagavarapu,Y Raghu Reddy",[],India,2022,0,https://doi.org/10.1145/3511430.3511448,ACM
272,Home IoT device management blockchain platform using smart contracts and a countermeasure against 51% attacks,"Ho Se Moon,Jaegeun Song,Hyeonwoo Shin,Juwook Jang",['Sogang University'],South Korea,2022,0,https://doi.org/10.1145/3512353.3512381,ACM
273,Blockchain-based renewable energy trading system with smart contract in a small local community,"Riseul Ryu,Soonja Yeom",['University of Tasmania'],Australia,2021,0,https://doi.org/10.1145/3426020.3426078,ACM
274,A blockchain-based protocol for message exchange in a ICS network: student research abstract,Ricardo De Azevedo Brandão,[],Brazil,2020,0,https://doi.org/10.1145/3341105.3374231,ACM
275,Efficient Publicly Verifiable 2PC over a Blockchain with Applications to Financially-Secure Computations,"Ruiyu Zhu,Changchang Ding,Yan Huang",['Indiana University'],USA,2019,9,https://doi.org/10.1145/3319535.3363215,ACM
276,Using blockchain to provide trusted interoperability to system-of-systems in smart cities context,Stefano Momo Loss,['Federal University of Rio Grande do Norte'],Brazil,2021,0,https://doi.org/10.1145/3491087.3493679,ACM
277,Applying Modified SHA256 on Blockchain using Challenge Response and Off-chain Signatures Patterns,"Maria Rona L Perez,Bobby D Gerardo,Ruji P Medina",['West Visayas State University'],Philippines,2019,1,https://doi.org/10.1145/3338472.3338486,ACM
278,Inclusion of blockchain in course of distributed systems at the school of computer science,"Jorge Guerra,Félix Armando Fermín Pérez",['National University of San Marcos'],Peru,2018,0,https://doi.org/10.1145/3197091.3205822,ACM
279,Blockchain Technology in Food Safety Governance,"Puqing Wang,Saidi Yang,Teng Li","['Wuhan Polytechnic University', 'Huazhong Agricultural University']",China,2021,0,https://doi.org/10.1145/3481127.3481245,ACM
280,A blockchain-based adaptive middleware for large scale internet of things data storage selection,Syed Muhammad Danish,[],Montreal,2019,3,https://doi.org/10.1145/3366624.3368159,ACM
281,Blockchain solution to improve trust in crowdfunding systems,"Imane Ezzine,Laila Benhlima",['Mohammed V University in Rabat'],Morocco,2021,0,https://doi.org/10.1145/3485557.3485572,ACM
282,A Blockchain Based Research on Comprehensive Quality Evaluation of Emerging Engineering College Students,"Qiujing Liu,Yu Dai,Wenqi Hong",['Tianjin University'],China,2022,0,https://doi.org/10.1145/3514262.3514319,ACM
283,The convergence of Blockchain and Machine Learning for Decentralized Trust Management in IoT Ecosystems,"Tharindu Ranathunga,Alan McGibney,Susan Rea",['Munster Technological University'],Ireland,2021,0,https://doi.org/10.1145/3485730.3493375,ACM
284,Towards a Blockchain-SDN Architecture for Secure and Trustworthy 5G Massive IoT Networks,"Akram Hakiri,Behnam Dezfouli","['University of Carthage', 'Internet of Things Research Lab  Santa Clara University']",USA,2021,0,https://doi.org/10.1145/3445968.3452090,ACM
285,Towards a Blockchain-SDN Architecture for Secure and Trustworthy 5G Massive IoT Networks,"Akram Hakiri,Behnam Dezfouli","['University of Carthage', 'Internet of Things Research Lab  Santa Clara University']",USA,2021,0,https://doi.org/10.1145/3445968.3452090,ACM
286,A Blockchain-Based approach in Healthcare Supply Chain using Smart Contracts and Decentralized Storage Systems,"Md Mamunur Rashid,Suk-hwan Lee,Piljoo Choi,Ki-ryong Kwon","['Pukyong National University', 'Donga University']",Republic of Korea,2022,0,https://doi.org/10.1145/3524458.3547251,ACM
287,With blockchain or not? Opportunities and challenges of self-sovereign identity implementation in public administration: Lessons from the Belgian case,"Stanislav Mahula,Evrim Tan,Joep Crompvoets",[],Belgium,2021,0,https://doi.org/10.1145/3463677.3463705,ACM
288,A blockchain-based framework for energy trading between solar powered base stations and grid,"Vikas Hassija,Vatsal Gupta,Vinay Chamola,Salil Kanhare",['University of New South Wales UNSW'],Australia,2020,3,https://doi.org/10.1145/3397166.3412800,ACM
289,A blockchain-based framework for energy trading between solar powered base stations and grid,"Vikas Hassija,Vatsal Gupta,Vinay Chamola,Salil Kanhare",['University of New South Wales UNSW'],Australia,2020,3,https://doi.org/10.1145/3397166.3412800,ACM
290,Enhanced Security Approach Powered by Blockchain Technology with NFC to Prevent Fraudulence in Bank Letter of Credits,"Rajendren Subramaniam,Saaidal Razalli Azzuhri,Teh Ying Wah",['University of Malaya'],Malaysia,2020,1,https://doi.org/10.1145/3409934.3409945,ACM
291,Blockchain-Based Power Metering Data Abnormal Monitoring Model Electric Energy Data Abnormal Monitoring Model,"Senlin Zhang,Zhentai Longyuan,Yueming Lu",['Beijing University of Posts and Telecommunications'],China BUPT Beijing,2021,0,https://doi.org/10.1145/3444370.3444588,ACM
292,Blockchain-Based Power Metering Data Abnormal Monitoring Model Electric Energy Data Abnormal Monitoring Model,"Senlin Zhang,Zhentai Longyuan,Yueming Lu",['Beijing University of Posts and Telecommunications'],China BUPT Beijing,2021,0,https://doi.org/10.1145/3444370.3444588,ACM
293,A Survey of Methods Guaranteeing User Privacy based on Blockchain in Internet-of -Things,"Mansi Sharma,Jongtae Lim",['Kongju National University'],South Korea,2019,4,https://doi.org/10.1145/3352411.3352435,ACM
294,DecReg: A Framework for Preventing Double-Financing using Blockchain Technology,"Hidde Lycklama à Nijeholt,Joris Oudejans,Zekeriya Erkin",['Delft University of Technology'],Netherlands,2017,12,https://doi.org/10.1145/3055518.3055529,ACM
295,Privacy Protection of Grid Users Data with Blockchain and Adversarial Machine Learning,"Ibrahim Yilmaz,Kavish Kapoor,Ambareen Siraj,Mahmoud Samy Abouyoussef","['Tennessee Technological University', 'Tennessee Tech University']",USA,2021,3,https://doi.org/10.1145/3445969.3450431,ACM
296,Privacy Protection of Grid Users Data with Blockchain and Adversarial Machine Learning,"Ibrahim Yilmaz,Kavish Kapoor,Ambareen Siraj,Mahmoud Samy Abouyoussef","['Tennessee Technological University', 'Tennessee Tech University']",USA,2021,3,https://doi.org/10.1145/3445969.3450431,ACM
297,"Designing a Collaborative Construction-Project Platform on Blockchain Technology for Transparency, Traceability, and Information Symmetry","Chibuzor Udokwu,Alex Norta,Christoph Wenna",['Tallinn University of Technology'],Austria,2021,0,https://doi.org/10.1145/3456126.3456134,ACM
298,"Designing a Collaborative Construction-Project Platform on Blockchain Technology for Transparency, Traceability, and Information Symmetry","Chibuzor Udokwu,Alex Norta,Christoph Wenna",['Tallinn University of Technology'],Austria,2021,0,https://doi.org/10.1145/3456126.3456134,ACM
299,Blockchain based Distributed Oracle in Time Sensitive Scenario,"Langchen He,Tianyu Kang,Li Guo",['Beijing University of Posts and Telecommunications'],China,2022,0,https://doi.org/10.1145/3507971.3507990,ACM
300,Blockchain Stretching & Squeezing: Manipulating Time for Your Best Interest,"Aviv Yaish,Saar Tochner,Aviv Zohar",['The Hebrew University of Jerusalem'],Israel,2022,0,https://doi.org/10.1145/3490486.3538250,ACM
301,On the Security and Scalability of Bitcoin's Blockchain,Ghassan Karame,[],Germany,2016,67,https://doi.org/10.1145/2976749.2976756,ACM
302,Design of Data Sharing Architecture for Integrated Online Electric Power Service Applications Based on Blockchain,"Qianjun Wu,Caijun Zhang,Jinhe Yu,Jinqiu Zhang,Kaiqiang Xian,Xiaolong Wang",[],China,2022,0,https://doi.org/10.1145/3513142.3513192,ACM
303,Actor-based risk analysis for blockchains in smart mobility,"Ranwa Al Mallah,Bilal Farooq",['Ryerson University'],Ontario,2020,2,https://doi.org/10.1145/3410699.3413794,ACM
304,Graph-based Management and Mining of Blockchain Data,"Arijit Khan,Cuneyt Gurcan Akcora","['Aalborg University', 'University of Manitoba']",Canada,2022,0,https://doi.org/10.1145/3511808.3557502,ACM
305,Graph-based Management and Mining of Blockchain Data,"Arijit Khan,Cuneyt Gurcan Akcora","['Aalborg University', 'University of Manitoba']",Canada,2022,0,https://doi.org/10.1145/3511808.3557502,ACM
306,Application of Homomorphic Encryption in Blockchain Data Security,"Jingjing Chen,Fucheng You",[],Beijing China,2021,2,https://doi.org/10.1145/3443467.3443754,ACM
307,Blockchain et Intelligence Collective pour le Design des Connaissances de l'Internet des Objets: Modélisation du pouvoir d'agir des objets connectés,Samuel Szoniecky,[],France,2018,0,https://doi.org/10.1145/3240117.3240137,ACM
308,Automating ETL and Mining of Ethereum Blockchain Network,"Voon Hou Su,Sourav Sen Gupta,Arijit Khan",['Nanyang Technological University'],Singapore,2022,0,https://doi.org/10.1145/3488560.3502187,ACM
309,Research on Key Technologies of Medical Data Processing and Protection Based on Cloud Computing and Blockchain Technology,"Teng Haikun,Li Lunbin",['Heihe University'],China,2022,0,https://doi.org/10.1145/3516529.3516560,ACM
310,Incremental communication patterns in blockchain online social media,"Barbara Guidi,Andrea Michienzi,Laura Ricci",['University of Pisa'],Italy,2022,0,https://doi.org/10.1145/3477314.3507037,ACM
311,Blockchain Mining Games,"Aggelos Kiayias,Elias Koutsoupias,Maria Kyropoulou,Yiannis Tselekounis","['University of Edinburgh', 'University of Oxford', 'National and Kapodistrian University of Athens']",Greece,2016,125,https://doi.org/10.1145/2940716.2940773,ACM
312,Blockchain Mining Games,"Aggelos Kiayias,Elias Koutsoupias,Maria Kyropoulou,Yiannis Tselekounis","['University of Edinburgh', 'University of Oxford', 'National and Kapodistrian University of Athens']",Greece,2016,125,https://doi.org/10.1145/2940716.2940773,ACM
313,The Blockchain Art Simulation (BARTS) and Experiential Exercises,"Sean Patrick Sanders,George Lawrence Sanders",[],USA,2021,0,https://doi.org/10.1145/3456565.3460038,ACM
314,The Role of Blockchain Technology on Supply Chain Finance,"Li Yuyan,Wang Lan",['Beijing Language and Culture University'],China,2020,1,https://doi.org/10.1145/3414274.3414497,ACM
315,Is my transaction done yet? An empirical study of transaction processing times in the Ethereum Blockchain Platform,"Michael Pacheco,Gustavo Ansaldi Oliva,Gopi Krishnan Rajbahadur,Ahmed E Hassan",['Software Analysis and Intelligence Lab SAIL at Queen’s University'],Canada,2022,0,https://doi.org/10.1145/3549542,ACM
316,"Blockchain Technology and Higher Education: Characteristics, Dilemma and Development Path","Yue Peng,Xiaofeng Yang,Huagang Zhou",['Nanning University'],China,2021,0,https://doi.org/10.1145/3439147.3439185,ACM
317,Blockchain-Based Administration of Access in Smart Home IoT,"Mehrnoosh Shakarami,James Benson,R. S. Sandhu",['University of Texas at San Antonio'],USA,2022,0,https://doi.org/10.1145/3510547.3517921,ACM
318,Blockchain beyond bitcoin,Sarah Underwood,[],U.K,2016,620,https://doi.org/10.1145/2994581,ACM
319,Monitoring system architecture for the multi-scale blockchain-based logistic network,"Vladislav Kashansky,Radu Prodan,Aso Validi,Cristina Olaverri-Monreal,Gleb Radchenko","['University of Klagenfurt', 'University Linz']",Austria,2022,0,https://doi.org/10.1145/3492323.3495633,ACM
320,Engineering Blockchain Enabling Win A Fortune Game among Novice through eAOM,"Michellelibin Ten,WaiShiang Cheah,Yeewai Sim","['University Malaysia Sarawak', 'Quest International University']",Malaysia,2022,0,https://doi.org/10.1145/3501247.3539018,ACM
321,Assessment of Blockchain-Based Professional Growth Data Processing Model,"Viktorija Stepanova,Ingars Erins",['Riga Technical University'],Latvia,2020,0,https://doi.org/10.1145/3418653.3418655,ACM
322,The Impact of Blockchain Technology on the Smart City Industry,"Vardan Mkrttchian,Sergey Vasin,Leyla Ayvarovna Gamidullaeva,Alexey G Finogeev","['HHH University', 'Penza State University']",Russia,2022,0,https://doi.org/10.1145/3487757.3490940,ACM
323,The Impact of Blockchain Technology on the Smart City Industry,"Vardan Mkrttchian,Sergey Vasin,Leyla Ayvarovna Gamidullaeva,Alexey G Finogeev","['HHH University', 'Penza State University']",Russia,2022,0,https://doi.org/10.1145/3487757.3490940,ACM
324,T-Tracer: A Blockchain-Aided Symbol Mapping Watermarking Scheme for Traitor Tracing in Non-Repudiation Data Delivery,"Liang Wang,Jun Li,Lina Zuo,Yu Wen,Haibo Liu,Wenyuan Liu","['Hebei University', 'Yanshan University']",China,2022,0,https://doi.org/10.1145/3494106.3528674,ACM
325,Secure Hierarchical Deterministic Key Generation Scheme in Blockchain-based Medical Environment,"Taehoon Kim,Im-yeong Lee",['Soonchunhyang University'],South Korea,2020,0,https://doi.org/10.1145/3409934.3409958,ACM
326,Determinant factors of intention to adopt blockchain technology across academic libraries,"Lebohang Lengoatha,Lisa F. Seymour",['University of Cape Town'],South Africa,2020,1,https://doi.org/10.1145/3410886.3410905,ACM
327,Performance Considerations for Edge Blockchain Systems in Emerging 5G Data Networks,Dilip Krishnaswamy,[],India,2020,0,https://doi.org/10.1145/3369740.3372767,ACM
328,Research on Investment Efficiency of Listed Companies Based on DEA Blockchain Concept,"Bin Liu,Shimeng Mei",['Jiangxi Science and Technology Normal University'],Nanchang,2019,1,https://doi.org/10.1145/3362125.3362136,ACM
329,Blockchain Technology Benefit in Tackling Online Shopping Transaction Revocation Issue,"Hsingchung Chen,Cahya Damarjati,Eko Prasetyo,Fitri Arofiati,Dianita Sugiyo","['Asia University', 'China Medical University Hospital', 'China Medical University']",Indonesia,2020,1,https://doi.org/10.1145/3404709.3404757,ACM
330,Blockchain Technology Benefit in Tackling Online Shopping Transaction Revocation Issue,"Hsingchung Chen,Cahya Damarjati,Eko Prasetyo,Fitri Arofiati,Dianita Sugiyo","['Asia University', 'China Medical University Hospital', 'China Medical University']",Indonesia,2020,1,https://doi.org/10.1145/3404709.3404757,ACM
331,Weighted Forensics Evidence Using Blockchain,David Billard,[],Switzerland,2018,15,https://doi.org/10.1145/3219788.3219792,ACM
