"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","INSPEC Controlled Terms","INSPEC Non-Controlled Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"FRAMH: A Federated Learning Risk-Based Authorization Middleware for Healthcare","C. Mazzocca; N. Romandini; M. Colajanni; R. Montanari","Department of Computer Science and Engineering, University of Bologna, Bologna, Italy; Department of Computer Science and Engineering, University of Bologna, Bologna, Italy; Department of Computer Science and Engineering, University of Bologna, Bologna, Italy; Department of Computer Science and Engineering, University of Bologna, Bologna, Italy","IEEE Transactions on Computational Social Systems","","2022","PP","99","1","12","Modern healthcare systems operate in highly dynamic environments requiring adaptable access control mechanisms. Access to sensitive data and medical equipment should be granted or denied according to the current health situation of the patient. To handle the need for adaptable access control of healthcare scenarios, we propose a novel model that allows dynamic access control decisions based on the context characterizing the source, type of access request, patient, and estimated risk corresponding to the conditions of the patient. Estimating patient status risk requires analyzing vital physiological data whose availability is growing, thanks to the widespread diffusion of the Internet of Medical Things (IoMT) devices. Inferring the patient health status risk through machine learning (ML) techniques is possible, but to achieve better accuracy, the training phase requires the aggregation of vast amounts of data from different sources. This aggregation could be difficult or even impossible due to organization regulations and privacy laws. To address these issues, this article proposes a novel federated learning risk-based authorization middleware for healthcare (FRAMH) that supports risk-based access control to deal with changing and unforeseen medical situations. Our solution infers the risk of health status through a federated learning (FL) approach enriched with blockchain to avoid the weaknesses of centralized servers. The implemented prototype and a large set of experimental results demonstrate the advantages of FL in estimating the risk in healthcare scenarios. Through this approach, even a medical institution with a limited dataset can achieve a satisfying risk estimation and efficient access control enforcement.","2329-924X","","10.1109/TCSS.2022.3210372","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9915483","Access control;authorization;federated learning (FL);healthcare;risk-based access control","Medical services;Blockchains;Data models;Servers;Authorization;Adaptation models;Training","","","","","","","IEEE","10 Oct 2022","","","IEEE","IEEE Early Access Articles"
"Integrating Digital Twin and Advanced Intelligent Technologies to Realize the Metaverse","M. Aloqaily; O. Bouachir; F. Karray; I. A. Ridhawi; A. E. Saddik","Mohamed Bin Zayed University of Artificial Intelligence (MBZUAI), UAE; Kuwait College of Science and Technology (KCST), Kuwait; Mohamed Bin Zayed University of Artificial Intelligence (MBZUAI), UAE; Zayed University, UAE; University of Ottawa, Canada and Mohamed Bin Zayed University of Artificial Intelligence (MBZUAI), UAE","IEEE Consumer Electronics Magazine","","2022","PP","99","1","8","The advances in Artificial Intelligence (AI) have led to technological advancements in a plethora of domains. Healthcare, education, and smart city services are now enriched with AI capabilities. These technological advancements would not have been realized without the assistance of fast, secure, and fault-tolerant communication media. Traditional processing, communication and storage technologies cannot maintain high levels of scalability and user experience for immersive services. The metaverse is an immersive three-dimensional (3D) virtual world that integrates fantasy and reality into a virtual environment using advanced virtual reality (VR) and augmented reality (AR) devices. Such an environment is still being developed and requires extensive research in order for it to be realized to its highest attainable levels. In this article, we discuss some of the key issues required in order to attain realization of metaverse services. We propose a framework that integrates digital twin (DT) with other advanced technologies such as the sixth generation (6G) communication network, blockchain, and AI, to maintain continuous end-to-end metaverse services. This article also outlines requirements for an integrated, DT-enabled metaverse framework and provides a look ahead into the evolving topic.","2162-2256","","10.1109/MCE.2022.3212570","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9913665","","Metaverse;Artificial intelligence;Three-dimensional displays;Consumer electronics;Digital twins;Blockchains;6G mobile communication","","","","","","","IEEE","10 Oct 2022","","","IEEE","IEEE Early Access Articles"
"Astraea: Anonymous and Secure Auditing Based on Private Smart Contracts for Donation Systems","M. Li; Y. Chen; L. Zhu; Z. Zhang; J. Ni; C. Lal; M. Conti","Anhui Province Key Laboratory of Industry Safety and Emergency Technology; and Intelligent Interconnected Systems Laboratory of Anhui Province, Hefei University of Technology, China; Solution and Architecture Research Department, NSFOCUS, China; Southeast Institute of Information Technology, Beijing Institute of Technology, Fujian, China; Department of Electrical and Computing Engineering, Queen's University, Kingston, ON, Canada; Department of Electrical and Computing Engineering, Queen's University, Kingston, ON, Canada; Department of Intelligent Systems, CyberSecurity Group, TU Delft, Netherlands; Department of Intelligent Systems, CyberSecurity Group, TU Delft, Netherlands","IEEE Transactions on Dependable and Secure Computing","","2022","PP","99","1","17","Many regions are in urgent need of facial masks for slowing down the spread of COVID-19. To fight the pandemic, people are contributing masks through donation systems. Most existing systems are built on a centralized architecture which is prone to the single point of failure and lack of transparency. Blockchain-based solutions neglect fundamental privacy concerns (donation privacy) and security attacks (collusion attack, stealing attack). Moreover, current auditing solutions are not designed to achieve donation privacy, thus not appropriate in our context. In this work, we design a decentralized, anonymous, and secure auditing framework Astraea based on private smart contracts for donation systems. Specifically, we integrate a Distribute Smart Contract (DiSC) with an SGX Enclave to distribute donations, prove the integrity of donation number (intention) and donation sum while preserving donation privacy. With DiSC, we design a Donation Smart Contract to refund deposits and defend against the stealing attack the collusion attack from malicious collector and transponder. We formally define and prove the privacy and security of Astraea by using security reduction. We build a prototype of Astraea to conduct extensive performance analysis. Experimental results demonstrate that Astraea is practically efficient in terms of both computation and communication.","1941-0018","","10.1109/TDSC.2022.3204287","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9878045","Auditing;commitment;donation privacy;donation systems;private smart contract;security","Privacy;Security;Blockchains;Smart contracts;COVID-19;Transponders;Systems architecture","","","","","","","IEEE","5 Sep 2022","","","IEEE","IEEE Early Access Articles"
"Dissecting Mining Pools of Bitcoin Network: Measurement, Analysis and Modeling","C. Wang; X. Chu; Y. Qin","Department of Computer Science, Hong Kong Baptist University, Kowloon Tong, Hong Kong; Data Science and Analytics Thrust, The Hong Kong University of Science and Technology, Clear Water Bay, Hong Kong; Department of Computer Science, Harbin Institute of Technology, Shenzhen, China","IEEE Transactions on Network Science and Engineering","","2022","PP","99","1","15","Bitcoin network is one of the most popular blockchain systems. Mining pools are the main components of the Bitcoin network that invest a large amount of computing power to maximize their expected mining payoffs, which guarantees the security of the Bitcoin network. Although many existing works about mining pools are available, the long-term evolution of mining pools, and their effects on both the Bitcoin system and end-users, remain to be investigated. To fill this gap, we trace over 2.54 hundred thousand blocks from Feb 2016 to Nov 2020 and collect over 12 million unconfirmed transactions from Mar 2018 to Nov 2020. We then conduct a broad range of analyses, including the pool evolution, labeled transactions, and labeled blocks. We make the following observations from our measured data: 1) A few mining pools control most of the peer-to-peer network's computing power. 2) The long-term computing power of top mining pools grows exponentially while its continuous-time mining strategy decreases linearly. 3) The computing power of the Bitcoin network converges to the Nash equilibrium. We then propose game-based strategies for mining activity analysis, i.e., the best-response strategies for mining pools when the mining revenue increases or decreases sharply. Moreover, we study the transaction fee dilemma of mining pools and the transaction fee strategies for end-users. Our models and analysis can help to understand and improve the Bitcoin system quantitatively.","2327-4697","","10.1109/TNSE.2022.3210537","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9907879","Bitcoin network;mining pool;proof-of-work;mining strategy;incentive mechanism","Bitcoin;Games;Data mining;Blockchains;Computational modeling;Security;Peer-to-peer computing","","","","","","","IEEE","3 Oct 2022","","","IEEE","IEEE Early Access Articles"
"BitAnalysis: A Visualization System for Bitcoin Wallet Investigation","Y. Sun; H. Xiong; S. M. Yiu; K. Y. Lam","Department of computer science, The University of Hong Kong; Department of computer science, The University of Hong Kong; Department of computer science, The University of Hong Kong; Department of computer science, Nanyang Technological University, Singapore","IEEE Transactions on Big Data","","2022","PP","99","1","16","Bitcoin is gaining ever increasing popularity. However, professional skills are required if people want to check bitcoin transaction information from the blockchain. As pointed out in a recent study [1], there is a lack of tools to support effective interactive investigation of bitcoin transactions. Therefore, we present a novel visualization system, <italic>BitAnalysis</italic>, for interactive bitcoin wallet investigation. The analytical and visualization functions of <italic>BitAnalysis</italic> are defined and developed by following the advice and requirements of a group of entrepreneurs and regulators of bitcoin-related business. <italic>BitAnalysis</italic> provides a rich set of functions and intuitive visual interfaces for the users, such as law-enforcement officers and regulators, to effectively visualize and analyze the transactions of a bitcoin wallet (i.e., a cluster of bitcoin addresses) and its related wallets, to track the flow of bitcoins, and to identify wallet correlation using our novel clustering functions. To achieve these functions, we have designed new visualization techniques for presenting bitcoin transactions information and introduced the <italic>connection diagram</italic> and <italic>bitcoin flow map</italic> as new ways of analyzing, tracking and monitoring the trading activities of a cluster of closely related wallets. We also present an extensive user study that validated the effectiveness and usability of <italic>BitAnalysis</italic>.","2332-7790","","10.1109/TBDATA.2022.3188660","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9815504","Bitcoin;visualization;transaction data;FinTech","Bitcoin;Data visualization;Monitoring;Blockchains;Visualization;Anomaly detection;Roads","","","","","","","CCBY","5 Jul 2022","","","IEEE","IEEE Early Access Articles"
"A Secure and Decentralized DLaaS Platform for Edge Resource Scheduling against Adversarial Attacks","L. Cui; Z. Chen; S. Yang; R. Chen; Z. Ming","College of Computer Science and Software Engineering, Shenzhen University, Shenzhen, Guangdong, China, (e-mail: cuilz@szu.edu.cn); College of Computer Science and Software Engineering, Shenzhen University, 47890 Shenzhen, Guangdong, China, (e-mail: 1810272054@email.szu.edu.cn); College of Computer Science and Software Engineering, Shenzhen University, 47890 Shenzhen, Guangdong, China, 518060 (e-mail: yang.shu@szu.edu.cn); College of Computer Science and Software Engineering, Shenzhen University, 47890 Shenzhen, Guangdong, China, (e-mail: 406681761@qq.com); College of Computer Science and Software Engineering, Shenzhen University, 47890 Shenzhen, Guangdong, China, (e-mail: mingz@szu.edu.cn)","IEEE Transactions on Computers","","2021","PP","99","1","1","Edge Computing is promising for latency-sensitive applications. However, current edge resource scheduling is inefficient. Deep Learning as a Service (DLaaS) provides deep learning methods to optimize the resource scheduling problem, but faces great challenges of security and reliability. On one hand, DLaaS training agents and raw data are exposed to various adversarial attacks. On the other hand, dishonest DLaaS trainers can generate poisoned models to attack the DLaaS system. In this paper, we propose SAPE, a Secure and decentralized DLAaS Platform in Edge computing. SAPE allows users to submit their tasks, which will be scheduled to the appropriate edge clusters to minimize the task execution time. We formulate the resource scheduling problem and develop the federated deep reinforcement learning (DRL) method to optimize the problem and resist the adversarial attacks of DLaaS. We utilize blockchain and propose a consortium-based verification scheme to improve the reliability of the federated training process, protecting the DLaaS models from being poisoned and compromised. We conduct experiments to evaluate the latency and security performance of SAPE and the federated DRL scheduling policy. The results show that SAPE outperforms the traditional schemes when defending against adversarial attacks towards the DLaaS platform in edge computing.","1557-9956","","10.1109/TC.2021.3074806","Shenzhen Science and Technology Program(grant numbers:GJHZ20190822095416463,JCYJ20190808142207420,RCYX20200714114645048); Pearl River Young Scholars funding of Shenzhen University; National Key Research and Development Plan of China(grant numbers:2018YFB1800302,2018YFB1800805); National Natural Science Foundation of China(grant numbers:61672358,61772345,61836005,61902258); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9410399","Deep learning as a service;edge computing;resource scheduling;federated deep reinforcement learning","Computational modeling;Task analysis;Training;Processor scheduling;Blockchain;Reliability;Edge computing","","","","","","","IEEE","21 Apr 2021","","","IEEE","IEEE Early Access Articles"
"NFTs in Healthcare: Vision, Opportunities, and Challenges","A. Musamih; K. Salah; R. Jayaraman; I. Yaqoob; D. Puthal; S. Ellahham","Khalifa University, UAE; Khalifa University, UAE; Khalifa University, UAE; Khalifa University, UAE; Khalifa University, UAE; Cleveland Clinic, Abu Dhabi, UAE","IEEE Consumer Electronics Magazine","","2022","PP","99","1","11","Non-fungible tokens (NFTs) have emerged as one of the most popular digital assets in recent years. They represent ownership of unique items that are stored on a blockchain and cannot be changed, replaced, and copied. Digital exchanges sell and trade NFT-minted assets that can only have one official owner at a time. NFTs are entering all sectors, from art to real estate, and healthcare is the next sector. In this paper, we envision using NFTs in healthcare. We present the main components along with key features of NFTs and their benefits. We discuss the potential opportunities brought about by NFTs in different healthcare areas, such as supply chain management, patient-centric data management, digital twins, clinical trial management, and genomics. We discuss some important challenges hindering the adoption of NFTs in healthcare, serving as future research directions.","2162-2256","","10.1109/MCE.2022.3196480","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9850370","","Medical services;Blockchains;Supply chains;Consumer electronics;Metaverse;Metadata;Ecosystems","","","","","","","IEEE","4 Aug 2022","","","IEEE","IEEE Early Access Articles"
"Lightweight and Identifier-Oblivious Engine for Cryptocurrency Networking Anomaly Detection","W. Fan; H. -J. Hong; J. Kim; S. J. Wuthier; M. Nakashima; X. Zhou; E. Chow; S. -Y. Chang","Department of Communications and Networking, Xi'an Jiaotong-Liverpool University, 122238 Suzhou, Jiangsu, China; Computer Science, University of Colorado Colorado Springs, 14676 COLORADO SPRINGS, Colorado, United States; Computer Science, Texas A&M University, Commerce, Commerce, Texas, United States; Computer Science, University of Colorado Colorado Springs, 14676 Colorado Springs, Colorado, United States, 80918; Quantitative Health Sciences, Cleveland Clinic Foundation, 2569 Cleveland, Ohio, United States, 44195-5243; Computer Science, University of Colorado at Colorado Springs, Colorado Springs, Colorado, United States, CS 80906; Computer Science, University of Colorado, Colorado Springs, Colorado, United States; Computer Science, University of Colorado Colorado Springs, Colorado Springs, Colorado, United States, 80918","IEEE Transactions on Dependable and Secure Computing","","2022","PP","99","1","1","The distributed cryptocurrency networking is critical because the information delivered through it drives the mining consensus protocol and the rest of the operations. However, the cryptocurrency peer-to-peer (P2P) network remains vulnerable, and the existing security approaches are either ineffective or inefficient because of the permissionless requirement and the broadcasting overhead. We design a Lightweight and Identifier-Oblivious eNgine (LION) for the anomaly detection of the cryptocurrency networking. LION is not only effective in permissionless networking but is also lightweight and practical for the computation-intensive miners. We build LION for anomaly detection and use traffic analyses so that it minimally affects the mining rate and is substantially superior in its computational efficiency than the previous approaches based on machine learning. We implement a LION prototype on an active Bitcoin node to show that LION yields less than 1% of mining rate reduction subject to our prototype, in contrast to the state-of-the-art machine-learning approaches costing 12% or more depending on the algorithms subject to our prototype, while having detection accuracy of greater than 97% F1-score against the attack prototypes and real-world anomalies. LION therefore can be deployed on the existing miners without the need to introduce new entities in the cryptocurrency ecosystem.","1941-0018","","10.1109/TDSC.2022.3152937","National Science Foundation(grant numbers:1922410); Colorado State Bill(grant numbers:18-086); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9720221","Blockchain;Cryptocurrency;Bitcoin;P2P Network;Anomaly Detection;Statistical Analysis;Traffic Analysis","Bitcoin;Prototypes;Peer-to-peer computing;Anomaly detection;Consensus protocol;Engines;Machine learning","","","","1","","","IEEE","23 Feb 2022","","","IEEE","IEEE Early Access Articles"
"Time-aware Gradient Attack on Dynamic Network Link Prediction","J. Chen; J. Zhang; Z. Chen; M. Du; Q. Xuan","College of Information Engineering, Zhejiang University of Technology, 12624 Hangzhou, Zhejiang, China, (e-mail: chenjinyin@zjut.edu.cn); College of Information Engineering, Zhejiang University of Technology, 12624 Hangzhou, Zhejiang, China, (e-mail: jianzh@zjut.edu.cn); Electrical Engineering and Computer Sciences, University of California Berkeley, 1438 Berkeley, California, United States, (e-mail: zhichen98@berkeley.edu); Electrical Engineering and Computer Sciences, University of California Berkeley, 1438 Berkeley, California, United States, (e-mail: min.du@berkeley.edu); Information Engineering, Zhejiang University of Technology, 12624 Hangzhou, Zhejiang, China, (e-mail: xuanqi@zjut.edu.cn)","IEEE Transactions on Knowledge and Data Engineering","","2021","PP","99","1","1","In network link prediction, it is possible to hide a target link from being predicted with a small perturbation on network structure. This observation may be exploited in many real world scenarios, for example, to preserve privacy, or to exploit financial security. There have been many recent studies to generate adversarial examples to mislead deep learning models on graph data. However, none of the previous work has considered the dynamic nature of real-world systems. In this work, we present the first study of adversarial attack on dynamic network link prediction (DNLP). The proposed attack method, namely time-aware gradient attack (TGA), utilizes the gradient information generated by deep dynamic network embedding (DDNE) across different snapshots to rewire a few links, so as to make DDNE fail to predict target links. We implement TGA in two ways: one is based on traversal search, namely TGA-Tra; and the other is simplified with greedy search for efficiency, namely TGA-Gre. We conduct comprehensive experiments which show the outstanding performance of TGA in attacking DNLP algorithms.","1558-2191","","10.1109/TKDE.2021.3110580","Zhejiang Provincial Natural Science Foundation of China(grant numbers:LR19F030001,LY19F020025); National Natural Science Foundation of China(grant numbers:61572439,61973273,62072406); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9531428","Dynamic network;link prediction;adversarial attack;transaction network;blockchain;deep learning","Prediction algorithms;Heuristic algorithms;Deep learning;Training;Recurrent neural networks;Perturbation methods;Security","","","","","","","IEEE","8 Sep 2021","","","IEEE","IEEE Early Access Articles"
"A Distributed Attack-Resistant Trust Model for Automatic Modulation Classification","Z. Liu; J. Mu; W. Lv; Z. Jing; Q. Zhou; X. Jing","School of Information and Communication Engineering, Beijing University of Posts and Telecommunications, Beijing, China; School of Information and Communication Engineering, Beijing University of Posts and Telecommunications, Beijing, China; School of Information and Communication Engineering, Beijing University of Posts and Telecommunications, Beijing, China; School of Information and Communication Engineering, Beijing University of Posts and Telecommunications, Beijing, China; School of Information and Communication Engineering, Beijing University of Posts and Telecommunications, Beijing, China; School of Information and Communication Engineering, Beijing University of Posts and Telecommunications, Beijing, China","IEEE Communications Letters","","2022","PP","99","1","1","Recently, the performance of automatic modulation recognition (AMC) has been dramatically improved with the assistance of federated learning (FL). However, FL-based AMC still faces the issue of secure sharing of local model parameters, resulting in poor anti-attack capacity. Motivated by this, a Blockchain-federated learning (BFL) framework is proposed for AMC in this letter, where the AMC model is cooperatively trained by the sharing of local model parameters with Blockchain. In addition, a parameter validity evaluation method is designed therein for the aggregation process, which greatly weakens the influence of malicious nodes. On the basis of enriching training samples, the anti-attack ability of FLbased AMC schemes is significantly improved for proposed BFL framework. Simulation results show that the recognition accuracy of the proposed framework is increased by more than 10% when malicious nodes exist, on the premise of acceptable recognition accuracy.","1558-2558","","10.1109/LCOMM.2022.3194020","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9840384","Federated Learning;Automatic Modulation Classification;Blockchain;Validity Evaluation","Computational modeling;Data models;Consensus protocol;Training;Indexes;Simulation;Signal to noise ratio","","","","","","","IEEE","26 Jul 2022","","","IEEE","IEEE Early Access Articles"
"<inline-formula><tex-math notation=""LaTeX"">${P^{3}}$</tex-math></inline-formula>: Privacy-Preserving Prediction of Real-time Energy Demands in EV Charging Networks","B. Li; Y. Guo; Q. Du; Z. Zhu; X. Li; R. Lu","School of Cyber Science and Engineering, Sichuan University, Chengdu, China; School of Cyber Science and Engineering, Sichuan University, Chengdu, China; School of Cyber Science and Engineering, Sichuan University, Chengdu, China; School of Cyber Science and Engineering, Sichuan University, Chengdu, China; School of Cyber Science and Engineering, Sichuan University, Chengdu, China; Faculty of Computer Science, University of New Brunswick, Fredericton, NB, Canada","IEEE Transactions on Industrial Informatics","","2022","PP","99","1","10","Real-time and accurate prediction of charging pile energy demands in electric vehicle (EV) charging networks contributes significantly to load shedding and energy conservation. However, existing methods usually suffer from either data privacy leakage problems or heavy communication overheads. In this paper, we propose a novel blockchain-based personalized federated deep learning scheme, coined <inline-formula><tex-math notation=""LaTeX"">$P^{3}$</tex-math></inline-formula>, for privacy-preserving energy demands prediction in EV charging networks. Specifically, we first design an accurate deep learning-based energy demands prediction model for charging piles, by making use of the CNN, BiLSTM, and attention mechanism. Second, we develop a blockchain-based hierarchical and personalized federated learning framework with a consensus committee, allowing charging piles to collectively establish a comprehensive energy demands prediction model in a low-latency and privacy-preserving way. Last, a CKKS cryptosystem based secure communication protocol is crafted to guarantee the confidentiality of model parameters while model training. Extensive experiments on two real charging pile datasets demonstrate the superiorities of the proposed <inline-formula><tex-math notation=""LaTeX"">$P^{3}$</tex-math></inline-formula> scheme in accurately predicting real-time energy demands over state-of-the-art schemes. Further, the <inline-formula><tex-math notation=""LaTeX"">$P^{3}$</tex-math></inline-formula> scheme can achieve reasonably low computational costs, compared with other homomorphic-based schemes, such as Paillier and BFV.","1941-0050","","10.1109/TII.2022.3182972","National Natural Science Foundation of China(grant numbers:62002248,62101368,U2133208); the Sichuan Youth Science and Technology Innovation Team(grant numbers:2022JDTD0014); the Sichuan Science and Technology(grant numbers:2022YFG 0193); the Fundamental Research Funds for the Central Universities(grant numbers:YJ201933); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9795898","Electric vehicle (EV) charging networks;energy demands prediction;privacy preservation;federated learning;blockchain;CKKS homomorphic encryption","Predictive models;Collaborative work;Hidden Markov models;Data models;Electric vehicles;Load modeling;Electric vehicle charging","","","","","","","IEEE","14 Jun 2022","","","IEEE","IEEE Early Access Articles"
"AI-Empowered Trajectory Anomaly Detection for Intelligent Transportation Systems: A Hierarchical Federated Learning Approach","X. Wang; W. Liu; H. Lin; J. Hu; K. Kaur; M. S. Hossain","Engineering Research Center of Cyber Security and Education Informatization, Fujian Province University, Fuzhou, China; Engineering Research Center of Cyber Security and Education Informatization, Fujian Province University, Fuzhou, China; Engineering Research Center of Cyber Security and Education Informatization, Fujian Province University, Fuzhou, China; Department of Computer Science, University of Exeter, Exeter, U.K.; Electrical Engineering Department, École de Technologie Supérieure, Montreal, Canada; Department of Software Engineering, College of Computer and Information Sciences, King Saud University, Riyadh, Saudi Arabia","IEEE Transactions on Intelligent Transportation Systems","","2022","PP","99","1","10","The vigorous development of positioning technology and ubiquitous computing has spawned trajectory big data. By analyzing and processing the trajectory big data in the form of data streams in a timely and effective manner, anomalies hidden in the trajectory data can be found, thus serving urban planning, traffic management, safety control and other applications. Limited by the inherent uncertainty, infinity, time-varying evolution, sparsity and skewed distribution of trajectory big data, traditional anomaly detection techniques cannot be directly applied to anomaly detection in trajectory big data. To solve this problem, we propose a hierarchical trajectory anomaly detection scheme for Intelligent Transportation Systems (ITS) using both machine learning and blockchain technologies. To be specific, a hierarchical federated learning strategy is proposed to improve the generalization ability of the global trajectory anomaly detection model by secondary fusion of the multi-area trajectory anomaly detection model. Then, by integrating blockchain and federated learning, the iterative exchange and fusion of the global trajectory anomaly detection model can be realized by means of on-chain and off-chain coordinated data access. Experiments show that the proposed scheme can improve the generalization ability of the trajectory anomaly detection model in different areas, while ensuring its reliability.","1558-0016","","10.1109/TITS.2022.3209903","Researchers Supporting Project number(grant numbers:RSP-2021/32); King Saud University, Riyadh, Saudi Arabia and Natural Science Foundation of Fujian Province of China(grant numbers:No. 2020J01167); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9929438","Anomaly detection;intelligent transportation systems;federated learning;blockchain","Trajectory;Anomaly detection;Data models;Roads;Big Data;Machine learning algorithms;Uncertainty","","","","","","","IEEE","25 Oct 2022","","","IEEE","IEEE Early Access Articles"
"Aegis: Privacy-Preserving Market for Non-Fungible Tokens","H. S. Galal; A. M. Youssef","Faculty of Computers and Information, Assiut University, Egypt; Concordia Institute for Information Systems Engineering, Concordia University, QC, Canada","IEEE Transactions on Network Science and Engineering","","2022","PP","99","1","10","Non-fungible tokens (NFTs) are unique non-interchangeable digital assets verified and stored using blockchain technology. Quite recently, there has been a surging interest and adoption of NFTs, with sales exceeding $10 billion in the third quarter of 2021. Given the public state of Blockchain, NFTs owners face a privacy problem. More precisely, an observer can trivially learn the whole NFT collections owned by an address. For some categories of NFTs like arts and game collectibles, owners can sell them for a profit. However, popular marketplaces trade NFTs using public auctions and direct offers. Hence, an observer can learn about the new owner and the NFT purchase price. To tackle those problems, we propose Aegis, a protocol that allows users to add privacy to their NFTs ownership. In Aegis  users can swap NFTs for payment amounts in fungible tokens while hiding the details (i.e., involved parties, the NFTs, and the payment amounts). One of the main properties of Aegis is its complete compatibility with existing NFT standards. We design Aegis by leveraging zkSNARK proof system and smart contracts. We build an open-source prototype and perform experiments to evaluate Aegis's performance.","2327-4697","","10.1109/TNSE.2022.3205428","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9882996","Non-fungible tokens;Atomic Swap;zkSNARK;Blockchain","Smart contracts;Nonfungible tokens;Privacy;Standards;Observers;Costs;Codes","","","","","","","IEEE","9 Sep 2022","","","IEEE","IEEE Early Access Articles"
"Intrusion Detection for Maritime Transportation Systems With Batch Federated Aggregation","W. Liu; X. Xu; L. Wu; L. Qi; A. Jolfaei; W. Ding; M. R. Khosravi","School of Computer Science, Nanjing University of Information Science and Technology, Nanjing, China; Engineering Research Center of Digital Forensics, Ministry of Education, Nanjing, China; Weifang Key Laboratory of Blockchain on Agricultural Vegetables, Weifang University of Science and Technology, Shouguang, China; School of Computer Science, Qufu Normal University, Qufu, China; Department of Computing, Macquarie University, Sydney, NSW, Australia; School of Information Science and Technology, Nantong University, Nantong, China; Department of Electrical and Electronic Engineering, Shiraz University of Technology, Shiraz, Iran","IEEE Transactions on Intelligent Transportation Systems","","2022","PP","99","1","12","As a fast-growing and promising technology, Internet of Things (IoT) significantly promotes the informationization and intelligentization of Maritime Transportation System (MTS). The massive data collected during the voyage is usually disposed of with the assistance of cloud or edge computing, which imposes serious cyber security threats. For multifarious cyber-attacks, Intrusion Detection System (IDS) is one of the efficient mechanisms to prevent IoT devices from network intrusion. However, most of the methods based on deep learning train their models in a centralized manner, which needs uploading all data to the central server for training, increasing the risk of privacy disclosure. In this paper, we consider the characteristics of IoT-based MTS and propose a CNN-MLP based model for intrusion detection which is trained through Federated Learning, named FedBatch. Federated Learning keeps the model training local and only updates the global model through the exchange of model parameters, preserving the privacy of local data on vessels. First, the characteristics of the communication between different vessels are discussed to model the federated learning process during the voyage. Then, the lightweight local model constructed by Convolutional Neural Network (CNN) and Multi-Layer Perception (MLP) is designed to save on computing and storage overhead. Moreover, to mitigate the straggler problem during the federated learning in MTS, we proposed an adaptive aggregation method, named Batch Federated Aggregation, which suppresses the oscillations of model parameters during federated learning. Finally, the simulation results on the NSL-KDD dataset demonstrate the effectiveness and efficiency of FedBatch.","1558-0016","","10.1109/TITS.2022.3181436","Natural Science Foundation of Jiangsu Province of China(grant numbers:BK20211284); Financial and Science Technology Plan Project of Xinjiang Production and Construction Corps(grant numbers:2020DB005); National Natural Science Foundation of China(grant numbers:61872219,61976120); Natural Science Foundation of Jiangsu Province(grant numbers:BK20191445); Natural Science Key Foundation of Jiangsu Education Department(grant numbers:21KJA510004); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9796125","IoT;maritime transportation systems;federated learning;privacy preservation","Collaborative work;Internet of Things;Data models;Intrusion detection;Training;Servers;Convolutional neural networks","","","","1","","","IEEE","14 Jun 2022","","","IEEE","IEEE Early Access Articles"
